,PLAYER NAME,PLAYER TEAM,PLAYER POSITION,PROJ,TOTAL,rank,DATE
80,DeAndre Hopkins,Ten,WR,14.4,10.5,27.5,11-07-23
81,Demario Douglas,NE,WR,10.5,10.5,27.5,11-07-23
82,Jerick McKinnon,KC,RB,8.3,10.4,22,11-07-23
83,Kenny Pickett,Pit,QB,15.4,10.3,18,11-07-23
84,Jordan Addison,Min,WR,12.5,10.2,29,11-07-23
85,Cedrick Wilson Jr.,Mia,WR,3.4,10.1,30,11-07-23
86,Breece Hall,NYJ,RB,16.2,10,23,11-07-23
87,Darius Slayton,NYG,WR,6.6,9.9,31,11-07-23
88,Kareem Hunt,Cle,RB,8.2,9.8,24,11-07-23
89,Rashee Rice,KC,WR,10.7,9.7,32.5,11-07-23
90,Khalil Shakir,Buf,WR,8,9.7,32.5,11-07-23
91,Kyle Pitts,Atl,TE,8.6,9.6,17,11-07-23
92,Gardner Minshew,Ind,QB,14.2,9.58,19,11-07-23
93,Brandon Powell,Min,WR,6.2,9.5,34,11-07-23
94,D'Andre Swift,Phi,RB,14.5,9.4,25,11-07-23
95,Tony Pollard,Dal,RB,15.9,9.3,26.5,11-07-23
96,Kenneth Gainwell,Phi,RB,6.5,9.3,26.5,11-07-23
97,Miles Sanders,Car,RB,7,9.1,28,11-07-23
98,Bryce Young,Car,QB,14.7,9.02,20,11-07-23
99,KhaDarel Hodge,Atl,WR,4,9,35,11-07-23
100,DJ Chark Jr.,Car,WR,7.6,8.9,36,11-07-23
101,Tommy DeVito,NYG,QB,0,8.7,21,11-07-23
102,Will Levis,Ten,QB,15,8.68,22,11-07-23
103,Tyler Boyd,Cin,WR,8.9,8.6,37,11-07-23
104,Tanner Hudson,Cin,TE,0,8.5,18,11-07-23
105,Byron Pringle,Wsh,WR,1.8,8.5,38,11-07-23
106,Jaylen Waddle,Mia,WR,16.2,8.4,39,11-07-23
107,Michael Carter,Ari,RB,3.2,8.4,29,11-07-23
108,Aidan O'Connell,LV,QB,11.7,8.36,23,11-07-23
109,D'Onta Foreman,Chi,RB,8.1,8.3,30,11-07-23
110,Isaiah Likely,Bal,TE,1,8.2,19,11-07-23
111,Ja'Marr Chase,Cin,WR,22.9,8.1,40.5,11-07-23
112,Trey Palmer,TB,WR,6.1,8.1,40.5,11-07-23
113,Dallas Goedert,Phi,TE,10.8,8,20,11-07-23
114,Adam Thielen,Car,WR,16.9,7.9,42,11-07-23
115,James Cook,Buf,RB,12.8,7.9,31,11-07-23
116,Tre Tucker,LV,WR,0.9,7.6,43,11-07-23
117,KaVontae Turpin,Dal,WR,1.5,7.5,44,11-07-23
118,Davante Adams,LV,WR,14,7.4,45,11-07-23
119,Hayden Hurst,Car,TE,4.3,7.4,21,11-07-23
120,Daniel Bellinger,NYG,TE,5.3,7.3,22,11-07-23
121,Zach Wilson,NYJ,QB,14.7,7.22,24,11-07-23
122,Justin Herbert,LAC,QB,18,7.14,25,11-07-23
123,Logan Thomas,Wsh,TE,9.5,7.1,23,11-07-23
124,Jayden Reed,GB,WR,7.7,7,46.5,11-07-23
125,Derius Davis,LAC,WR,6.3,7,46.5,11-07-23
126,Dontayvion Wicks,GB,WR,3.4,6.9,48,11-07-23
127,Cooper Kupp,LAR,WR,16.6,6.8,49,11-07-23
128,Jeff Wilson Jr.,Mia,RB,7.2,6.8,32.5,11-07-23
129,Stephen Sullivan,Car,TE,1.7,6.8,24,11-07-23
130,Cam Akers,Min,RB,7,6.8,32.5,11-07-23
131,Isiah Pacheco,KC,RB,13.7,6.6,34,11-07-23
132,Romeo Doubs,GB,WR,9,6.6,50.5,11-07-23
133,Mack Hollins,Atl,WR,3.6,6.6,50.5,11-07-23
134,Marquise Brown,Ari,WR,12.5,6.4,52,11-07-23
135,Noah Gray,KC,TE,4.2,6.4,25,11-07-23
136,Tyler Huntley,Bal,QB,0,6.32,26,11-07-23
137,Jamison Crowder,Wsh,WR,7.1,6.3,53,11-07-23
138,Puka Nacua,LAR,WR,15.2,6.2,54.5,11-07-23
139,Tyler Lockett,Sea,WR,13,6.2,54.5,11-07-23
140,Ezekiel Elliott,NE,RB,7.5,6.2,35.5,11-07-23
141,Tyjae Spears,Ten,RB,7.9,6.2,35.5,11-07-23
142,DK Metcalf,Sea,WR,14.7,6,56,11-07-23
143,Bijan Robinson,Atl,RB,15.3,5.9,37,11-07-23
144,Chigoziem Okonkwo,Ten,TE,8.3,5.8,26,11-07-23
145,Rashod Bateman,Bal,WR,5.3,5.8,57,11-07-23
146,Darrell Henderson Jr.,LAR,RB,11.1,5.5,38,11-07-23
147,DJ Moore,Chi,WR,14.5,5.4,58,11-07-23
148,Skyy Moore,KC,WR,5.8,5.3,60,11-07-23
149,Dyami Brown,Wsh,WR,4.5,5.3,60,11-07-23
150,AJ Dillon,GB,RB,8.6,5.3,39,11-07-23
151,Tutu Atwell,LAR,WR,7.2,5.3,60,11-07-23
152,Trey McBride,Ari,TE,9,5.2,27,11-07-23
153,Rashid Shaheed,NO,WR,8.5,5.2,63,11-07-23
154,Hunter Renfrow,LV,WR,3.2,5.2,63,11-07-23
155,Xavier Gipson,NYJ,WR,2.8,5.2,63,11-07-23
156,Treylon Burks,Ten,WR,7,4.8,65,11-07-23
157,Christian Watson,GB,WR,11.1,4.7,66,11-07-23
158,Durham Smythe,Mia,TE,3.8,4.7,28,11-07-23
159,Devin Singletary,Hou,RB,11,4.6,40,11-07-23
160,Ameer Abdullah,LV,RB,1.9,4.5,41,11-07-23
161,Travis Kelce,KC,TE,19.5,4.4,29,11-07-23
162,Emanuel Wilson,GB,RB,0,4.3,42,11-07-23
163,Jaren Hall,Min,QB,12.5,4.22,27,11-07-23
164,Marquez Valdes-Scantling,KC,WR,7.5,4.2,67,11-07-23
165,Kendre Miller,NO,RB,2.3,4.1,43.5,11-07-23
166,Darrynton Evans,Chi,RB,4.3,4.1,43.5,11-07-23
167,Justice Hill,Bal,RB,6.2,4,45,11-07-23
168,Mecole Hardman Jr.,KC,WR,4.2,4,68,11-07-23
169,Michael Gallup,Dal,WR,8.6,3.9,70,11-07-23
170,Jalin Hyatt,NYG,WR,6.1,3.9,70,11-07-23
171,Chris Moore,Ten,WR,0.5,3.9,70,11-07-23
172,Gerald Everett,LAC,TE,7.5,3.8,30,11-07-23
173,Allen Lazard,NYJ,WR,7.2,3.8,72,11-07-23
174,K.J. Osborn,Min,WR,8.9,3.7,73,11-07-23
175,Chris Godwin,TB,WR,13.3,3.6,74.5,11-07-23
176,Quentin Johnston,LAC,WR,8.4,3.6,74.5,11-07-23
177,Connor Heyward,Pit,TE,7.2,3.6,31,11-07-23
178,Parris Campbell,NYG,WR,0.8,3.5,76.5,11-07-23
179,Justin Watson,KC,WR,4.9,3.5,76.5,11-07-23
180,Elijah Moore,Cle,WR,9,3.4,78,11-07-23
181,Nick Westbrook-Ikhine,Ten,WR,3.4,3.3,79,11-07-23
182,Foster Moreau,NO,TE,1.8,3.3,32,11-07-23
183,Jamaal Williams,NO,RB,3.6,3.2,47.5,11-07-23
184,Royce Freeman,LAR,RB,7.5,3.2,47.5,11-07-23
185,Joshua Kelley,LAC,RB,3.8,3.2,47.5,11-07-23
186,Salvon Ahmed,Mia,RB,4.7,3.2,47.5,11-07-23
187,Tommy Tremble,Car,TE,3.5,3.2,33,11-07-23
188,Trishton Jackson,Min,WR,0,3.2,80,11-07-23
189,Brett Rypien,FA,QB,,,,11-07-23
190,Michael Mayer,LV,TE,5.6,3.1,34.5,11-07-23
191,C.J. Uzomah,NYJ,TE,2.1,3.1,34.5,11-07-23
192,Devin Duvernay,Bal,WR,0.7,3,81,11-07-23
193,Dare Ogunbowale,Hou,RB,2.6,3,50,11-07-23
194,Drew Ogletree,Ind,TE,2.1,2.9,36,11-07-23
195,Kadarius Toney,KC,WR,3.1,2.8,82,11-07-23
196,Johnny Mundt,Min,TE,1,2.8,37,11-07-23
197,Kenneth Walker III,Sea,RB,15.2,2.7,51.5,11-07-23
198,Tony Jones Jr.,Ari,RB,6.3,2.7,51.5,11-07-23
199,Geno Smith,Sea,QB,14,2.68,28,11-07-23
200,Zack Moss,Ind,RB,12.7,2.6,53,11-07-23
201,Roschon Johnson,Chi,RB,9.5,2.5,54.5,11-07-23
202,DeAndre Carter,LV,WR,0.1,2.5,83.5,11-07-23
203,Demarcus Robinson,LAR,WR,0,2.5,83.5,11-07-23
204,Andrew Beck,Hou,RB,0.8,2.5,54.5,11-07-23
205,Van Jefferson,Atl,WR,7.6,2.4,85.5,11-07-23
206,John Metchie III,Hou,WR,2.5,2.4,85.5,11-07-23
207,Zach Charbonnet,Sea,RB,5.7,2.3,56,11-07-23
208,Zay Flowers,Bal,WR,14.1,2.1,87.5,11-07-23
209,Matt Breida,NYG,RB,3.2,2.1,57,11-07-23
210,Jalen Reagor,NE,WR,7.1,2.1,87.5,11-07-23
211,Josh Oliver,Min,TE,2.1,2.1,39,11-07-23
212,Robert Tonyan,Chi,TE,2,2.1,39,11-07-23
213,Jordan Akins,Cle,TE,1.5,2.1,39,11-07-23
214,Josh Downs,Ind,WR,11.5,2,89.5,11-07-23
215,Latavius Murray,Buf,RB,7.1,2,58,11-07-23
216,Allen Robinson II,Pit,WR,4,2,89.5,11-07-23
217,Austin Hooper,LV,TE,2.3,2,41,11-07-23
218,George Pickens,Pit,WR,13.8,1.9,92,11-07-23
219,Daniel Jones,NYG,QB,13.9,1.9,29,11-07-23
220,Andrei Iosivas,Cin,WR,1.2,1.9,92,11-07-23
221,Trent Sherfield,Buf,WR,2.5,1.9,92,11-07-23
222,Rondale Moore,Ari,WR,8.6,1.8,94.5,11-07-23
223,Dalvin Cook,NYJ,RB,2.8,1.8,59.5,11-07-23
224,Ke'Shawn Vaughn,TB,RB,0.8,1.8,59.5,11-07-23
225,Olamide Zaccheaus,Phi,WR,1.6,1.8,94.5,11-07-23
226,Brandin Cooks,Dal,WR,9.9,1.7,97,11-07-23
227,Tyquan Thornton,NE,WR,4.7,1.7,97,11-07-23
228,Darnell Washington,Pit,TE,1.1,1.7,43,11-07-23
229,Jeremy Ruckert,NYJ,TE,1.5,1.7,43,11-07-23
230,Josiah Deguara,GB,TE,1,1.7,43,11-07-23
231,Nick Bawden,NYJ,RB,0.1,1.7,61,11-07-23
232,Malik Taylor,NYJ,WR,0,1.7,97,11-07-23
233,Colby Parkinson,Sea,TE,4,1.6,45,11-07-23
234,Miles Boykin,Pit,WR,0,1.6,99.5,11-07-23
235,Austin Trammell,LAR,WR,0.2,1.6,99.5,11-07-23
236,Jonathan Mingo,Car,WR,8.5,1.5,101,11-07-23
237,Raheem Blackshear,Car,RB,3,1.5,62,11-07-23
238,Cordarrelle Patterson,Atl,RB,1.9,1.3,63.5,11-07-23
239,Trayveon Williams,Cin,RB,2.1,1.3,63.5,11-07-23
240,Cedric Tillman,Cle,WR,2.8,1.3,102,11-07-23
241,Isaiah McKenzie,Ind,WR,0.7,1.2,104.5,11-07-23
242,Xavier Hutchinson,Hou,WR,0,1.2,104.5,11-07-23
243,Pierre Strong Jr.,Cle,RB,2.8,1.2,65,11-07-23
244,Nelson Agholor,Bal,WR,3.2,1.2,104.5,11-07-23
245,Greg Dortch,Ari,WR,2.3,1.2,104.5,11-07-23
246,Alec Ingold,Mia,RB,1.1,1.1,66,11-07-23
247,Calvin Austin III,Pit,WR,3.3,1,107,11-07-23
248,Luke Schoonmaker,Dal,TE,2.6,1,46,11-07-23
249,Rashaad Penny,Phi,RB,0,0.8,68,11-07-23
250,Rico Dowdle,Dal,RB,6.7,0.8,68,11-07-23
251,Keaontay Ingram,Ari,RB,9.4,0.8,68,11-07-23
252,John Bates,Wsh,TE,3,0.5,47,11-07-23
253,Chase Edmonds,TB,RB,4,0.4,70,11-07-23
254,Mike Boone,Hou,RB,6.2,0.3,71,11-07-23
255,Deon Jackson,NYG,RB,0,0.2,72,11-07-23
256,La'Mical Perine,FA,RB,,,,11-07-23
257,Justin Jefferson,Min,WR,0,,,11-07-23
258,De'Von Achane,Mia,RB,0,,,11-07-23
259,James Conner,Ari,RB,0,,,11-07-23
260,Kyren Williams,LAR,RB,0,,,11-07-23
261,Justin Fields,Chi,QB,0,,,11-07-23
262,Gabe Davis,Buf,WR,12.9,0,126.5,11-07-23
263,Drake London,Atl,WR,0,,,11-07-23
264,Dameon Pierce,Hou,RB,0,,,11-07-23
265,Darren Waller,NYG,TE,0,,,11-07-23
266,Michael Thomas,NO,WR,10.9,0,126.5,11-07-23
267,Khalil Herbert,Chi,RB,0,,,11-07-23
268,Kyler Murray,Ari,QB,0,,,11-07-23
269,Ty Chandler,Min,RB,0.1,0,82.5,11-07-23
270,Tyler Higbee,LAR,TE,6.7,0,68,11-07-23
271,Pat Freiermuth,Pit,TE,0,,,11-07-23
272,Curtis Samuel,Wsh,WR,0,,,11-07-23
273,Matthew Stafford,LAR,QB,0,,,11-07-23
274,Kirk Cousins,Min,QB,0,,,11-07-23
275,Joshua Palmer,LAC,WR,0,0,126.5,11-07-23
276,Anthony Richardson,Ind,QB,0,,,11-07-23
277,Zach Ertz,Ari,TE,0,,,11-07-23
278,Mike Williams,LAC,WR,0,,,11-07-23
279,Nick Chubb,Cle,RB,0,,,11-07-23
280,J.K. Dobbins,Bal,RB,0,,,11-07-23
281,Emari Demercado,Ari,RB,0,,,11-07-23
282,Aaron Rodgers,NYJ,QB,0,,,11-07-23
283,Robert Woods,Hou,WR,0,,,11-07-23
284,Kendrick Bourne,NE,WR,0,,,11-07-23
285,Michael Wilson,Ari,WR,0,,,11-07-23
286,Dawson Knox,Buf,TE,0,,,11-07-23
287,Trenton Irwin,Cin,WR,1.8,0,126.5,11-07-23
288,Damien Harris,Buf,RB,0,,,11-07-23
289,Zach Evans,LAR,RB,0,0,82.5,11-07-23
290,Chase Claypool,Mia,WR,2.6,0,126.5,11-07-23
291,Mike Gesicki,NE,TE,4.9,0,68,11-07-23
292,Jimmy Garoppolo,LV,QB,0,,,11-07-23
293,Julio Jones,Phi,WR,2.3,0,126.5,11-07-23
294,Clyde Edwards-Helaire,KC,RB,0,,,11-07-23
295,DeVante Parker,NE,WR,0,,,11-07-23
296,Desmond Ridder,Atl,QB,0,0,30.5,11-07-23
297,Evan Hull,Ind,RB,0,,,11-07-23
298,Donald Parham Jr.,LAC,TE,4.7,0,68,11-07-23
299,Kene Nwangwu,Min,RB,0,,,11-07-23
300,Noah Fant,Sea,TE,4.4,0,68,11-07-23
301,Ryan Tannehill,Ten,QB,0,,,11-07-23
302,Alec Pierce,Ind,WR,5.5,0,126.5,11-07-23
303,Jalen Guyton,LAC,WR,0,0,126.5,11-07-23
304,Deuce Vaughn,Dal,RB,0,,,11-07-23
305,Dorian Thompson-Robinson,Cle,QB,0,,,11-07-23
306,Isaiah Hodgins,NYG,WR,4.8,0,126.5,11-07-23
307,Braxton Berrios,Mia,WR,4.7,0,126.5,11-07-23
308,Jelani Woods,Ind,TE,0,,,11-07-23
309,PJ Walker,Cle,QB,0,0,30.5,11-07-23
310,Tom Brady,TB,QB,0,,,11-07-23
311,Kylen Granson,Ind,TE,6.1,0,68,11-07-23
312,Jake Bobo,Sea,WR,2.8,0,126.5,11-07-23
313,Tyrod Taylor,NYG,QB,0,,,11-07-23
314,Chase Brown,Cin,RB,0,,,11-07-23
315,Justyn Ross,KC,WR,0,,,11-07-23
316,Randall Cobb,NYJ,WR,3.5,,,11-07-23
317,Gary Brightwell,NYG,RB,0,,,11-07-23
318,Terrace Marshall Jr.,Car,WR,4.1,0,126.5,11-07-23
319,DeeJay Dallas,Sea,RB,0.5,0,82.5,11-07-23
320,Jameis Winston,NO,QB,0,,,11-07-23
321,Deonte Harty,Buf,WR,1.6,0,126.5,11-07-23
322,Trey Lance,Dal,QB,0,,,11-07-23
323,Brian Hoyer,LV,QB,0,,,11-07-23
324,Ronnie Rivers,LAR,RB,0,,,11-07-23
325,Deven Thompkins,TB,WR,3.7,0,126.5,11-07-23
326,Quez Watkins,Phi,WR,0,,,11-07-23
327,Isaiah Spiller,LAC,RB,1.2,,,11-07-23
328,Israel Abanikanda,NYJ,RB,0,,,11-07-23
329,Boston Scott,Phi,RB,0,,,11-07-23
330,Sean Tucker,TB,RB,0,,,11-07-23
331,Elijah Dotson,LAC,RB,0,,,11-07-23
332,Ty Montgomery II,NE,RB,0.1,0,82.5,11-07-23
333,Mitch Trubisky,Pit,QB,0,,,11-07-23
334,Sterling Shepard,NYG,WR,0,0,126.5,11-07-23
335,Chris Evans,Cin,RB,0.5,0,82.5,11-07-23
336,Chris Rodriguez Jr.,Wsh,RB,1,0,82.5,11-07-23
337,Marcus Mariota,Phi,QB,0,,,11-07-23
338,Jack Stoll,Phi,TE,0.5,0,68,11-07-23
339,Myles Gaskin,FA,RB,,,,11-07-23
340,Jimmy Graham,NO,TE,0,,,11-07-23
341,Kyle Trask,TB,QB,0,,,11-07-23
342,Will Dissly,Sea,TE,1.1,0,68,11-07-23
343,Ben Roethlisberger,Pit,QB,0,,,11-07-23
344,Mike White,Mia,QB,0,,,11-07-23
345,Bailey Zappe,NE,QB,0,,,11-07-23
346,A.T. Perry,NO,WR,0.3,0,126.5,11-07-23
347,Melvin Gordon III,Bal,RB,0,,,11-07-23
348,Stetson Bennett,LAR,QB,0,,,11-07-23
349,Malik Davis,Dal,RB,0,,,11-07-23
350,Kayshon Boutte,NE,WR,0,,,11-07-23
351,Anthony McFarland Jr.,Pit,RB,0,,,11-07-23
352,Jacoby Brissett,Wsh,QB,0,,,11-07-23
353,Andy Dalton,Car,QB,0,,,11-07-23
354,Russell Gage,TB,WR,0,,,11-07-23
355,Eric Gray,NYG,RB,0,,,11-07-23
356,Tucker Kraft,GB,TE,0.5,0,68,11-07-23
357,Kenny McIntosh,Sea,RB,0,,,11-07-23
358,Albert Okwuegbunam,Phi,TE,0,0,68,11-07-23
359,Kyle Allen,Buf,QB,0,,,11-07-23
360,Laviska Shenault Jr.,Car,WR,0,,,11-07-23
361,Nyheim Hines,Buf,RB,0,,,11-07-23
362,Blake Bell,KC,TE,1.4,0,68,11-07-23
363,Malik Willis,Ten,QB,0,,,11-07-23
364,Corey Davis,NYJ,WR,0,,,11-07-23
365,Charlie Jones,Cin,WR,0,,,11-07-23
366,Travis Homer,Chi,RB,0,0,82.5,11-07-23
367,Julius Chestnut,Ten,RB,0,,,11-07-23
368,River Cracraft,Mia,WR,0,,,11-07-23
369,Richie James,KC,WR,0,,,11-07-23
370,Drew Lock,Sea,QB,0,,,11-07-23
371,Hassan Haskins,Ten,RB,0,,,11-07-23
372,Chris Brooks,Mia,RB,0,,,11-07-23
373,Equanimeous St. Brown,Chi,WR,0,,,11-07-23
374,Cooper Rush,Dal,QB,0,,,11-07-23
375,Sean Clifford,GB,QB,0,,,11-07-23
376,Robbie Chosen,Mia,WR,0,,,11-07-23
377,C.J. Ham,Min,RB,0.5,0,82.5,11-07-23
378,Damien Williams,FA,RB,,,,11-07-23
379,Corey Clement,Ari,RB,2,0,82.5,11-07-23
380,Marquise Goodwin,Cle,WR,4.4,0,126.5,11-07-23
381,Mo Alie-Cox,Ind,TE,1.7,0,68,11-07-23
382,Peyton Hendershot,Dal,TE,0,,,11-07-23
383,Harrison Bryant,Cle,TE,1.9,0,68,11-07-23
384,David Bell,Cle,WR,0,,,11-07-23
385,Velus Jones Jr.,Chi,WR,1.4,0,126.5,11-07-23
386,Jake Browning,Cin,QB,0,,,11-07-23
387,Patrick Ricard,Bal,RB,0.9,0,82.5,11-07-23
388,Brandon Bolden,LV,RB,0,0,82.5,11-07-23
389,Britain Covey,Phi,WR,0.1,0,126.5,11-07-23
390,Trey Sermon,Ind,RB,0,0,82.5,11-07-23
391,Cam Newton,Car,QB,0,,,11-07-23
392,Blaine Gabbert,KC,QB,0,,,11-07-23
393,Le'Veon Bell,TB,RB,0,,,11-07-23
394,Samori Toure,GB,WR,0,,,11-07-23
395,Nick Mullens,Min,QB,0,,,11-07-23
396,Tyler Kroft,Mia,TE,0,0,68,11-07-23
397,Cole Turner,Wsh,TE,0,0,68,11-07-23
398,Reggie Gilliam,Buf,RB,0,0,82.5,11-07-23
399,Justin Shorter,Buf,WR,0,,,11-07-23
400,Easton Stick,LAC,QB,0,,,11-07-23
401,Dee Eskridge,Sea,WR,0.2,0,126.5,11-07-23
402,Malik Heath,GB,WR,0.9,0,126.5,11-07-23
403,Davis Mills,Hou,QB,0,,,11-07-23
404,Gunner Olszewski,NYG,WR,0.1,0,126.5,11-07-23
405,Erik Ezukanma,Mia,WR,0,,,11-07-23
406,Hunter Luepke,Dal,RB,0.1,0,82.5,11-07-23
407,Quintin Morris,Buf,TE,1.3,0,68,11-07-23
408,Scott Miller,Atl,WR,2.9,0,126.5,11-07-23
409,Jason Brownlee,NYJ,WR,0,,,11-07-23
410,Brycen Hopkins,LAR,TE,0.5,0,68,11-07-23
411,Pharaoh Brown,NE,TE,2.7,0,68,11-07-23
412,Teagan Quitoriano,Hou,TE,0,,,11-07-23
413,Jalen Brooks,Dal,WR,0,,,11-07-23
414,Jalen Nailor,Min,WR,0,,,11-07-23
415,Zach Pascal,Ari,WR,4.5,0,126.5,11-07-23
416,Grant Calcaterra,Phi,TE,0,,,11-07-23
417,Julian Hill,Mia,TE,0.6,0,68,11-07-23
418,Mitchell Wilcox,Cin,TE,0.6,0,68,11-07-23
419,Dareke Young,Sea,WR,0,,,11-07-23
420,Ian Thomas,Car,TE,0,,,11-07-23
421,Matthew Slater,NE,WR,0,0,126.5,11-07-23
422,Khari Blasingame,Chi,RB,0.9,0,82.5,11-07-23
423,Tanner McKee,Phi,QB,0,,,11-07-23
424,Trent Taylor,Chi,WR,0.6,0,126.5,11-07-23
425,Ryan Fitzpatrick,Wsh,QB,0,,,11-07-23
426,Ko Kieft,TB,TE,0,0,68,11-07-23
427,Hunter Long,LAR,TE,0,,,11-07-23
428,Mason Rudolph,Pit,QB,0,,,11-07-23
429,Brevin Jordan,Hou,TE,0,,,11-07-23
430,Skylar Thompson,Mia,QB,0,,,11-07-23
431,Keith Smith,Atl,RB,0,,,11-07-23
432,Ihmir Smith-Marsette,Car,WR,0.1,0,126.5,11-07-23
433,Marcedes Lewis,Chi,TE,0.5,0,68,11-07-23
434,Josh Whyle,Ten,TE,1.5,0,68,11-07-23
435,Lawrence Cager,NYG,TE,2.2,0,68,11-07-23
