,PLAYER NAME,PLAYER TEAM,PLAYER POSITION,PROJ,TOTAL,rank,DATE
965,Chris Herndon,FA,TE,,,,11-07-23
966,Adam Shaheen,FA,TE,,,,11-07-23
967,Nathan Cottrell,FA,RB,,,,11-07-23
968,Ja'Marcus Bradley,FA,WR,,,,11-07-23
969,Kawaan Baker,FA,WR,,,,11-07-23
970,Jordan Scarlett,FA,RB,,,,11-07-23
971,Colin Thompson,FA,TE,,,,11-07-23
972,Trenton Cannon,FA,RB,,,,11-07-23
973,Miller Forristall,FA,TE,,,,11-07-23
974,Marvin Hall,FA,WR,,,,11-07-23
975,Jalen Camp,FA,WR,,,,11-07-23
976,Garrett Griffin,FA,TE,,,,11-07-23
977,Codey McElroy,FA,TE,,,,11-07-23
978,Rodney Smith,FA,RB,,,,11-07-23
979,Kenny Stills,FA,WR,,,,11-07-23
980,Jeff Thomas,FA,WR,,,,11-07-23
981,Dan Chisena,FA,WR,,,,11-07-23
982,Isaiah Coulter,FA,WR,,,,11-07-23
983,Kahale Warring,FA,TE,,,,11-07-23
984,Tyrell Williams,FA,WR,,,,11-07-23
985,Michael Bandy,FA,WR,,,,11-07-23
986,Darren Fells,FA,TE,,,,11-07-23
987,Antony Auclair,FA,TE,,,,11-07-23
988,Daniel Helm,FA,TE,,,,11-07-23
989,Matt LaCosse,FA,TE,,,,11-07-23
990,Hunter Bryant,FA,TE,,,,11-07-23
991,Luke Stocker,FA,TE,,,,11-07-23
992,Nsimba Webster,FA,WR,,,,11-07-23
993,Albert Wilson,FA,WR,,,,11-07-23
994,Geronimo Allison,FA,WR,,,,11-07-23
995,Omar Bayless,FA,WR,,,,11-07-23
996,Christian Blake,FA,WR,,,,11-07-23
997,Andre Roberts,FA,WR,,,,11-07-23
998,Jordan Mims,FA,RB,,,,11-07-23
999,Reggie Begelton,FA,WR,,,,11-07-23
1000,Antoine Wesley,FA,WR,,,,11-07-23
1001,Myron Mitchell,FA,WR,,,,11-07-23
1002,Matt Cole,FA,WR,,,,11-07-23
1003,Chris Rowland,FA,WR,,,,11-07-23
1004,Cody Hollister,FA,WR,,,,11-07-23
